,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
3910,7.17315E+17,"Blueground | Loop, gym, pool & lounge, near L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,137,32,1,3/2/2024,0.08,597,239,0
3911,7.17316E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.8850096,-87.6440271,Entire home/apt,174,32,0,Not Available,Not Available,597,240,0
3912,7.17317E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.8850096,-87.6440271,Entire home/apt,171,32,0,Not Available,Not Available,597,320,0
3913,7.17319E+17,"Blueground | River N, gym, pool & lounge, nr L",107434423,Blueground,Not Available,Near North Side,41.890516,-87.635955,Entire home/apt,0,32,1,6/10/2024,0.11,597,0,1
3914,7.1732E+17,"Blueground | S Loop, gym & pool, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8635073,-87.6237509,Entire home/apt,151,32,0,Not Available,Not Available,597,232,0
3915,7.17423E+17,Iconic Dining & Shopping Just Outside|The Addams,248760412,Cloud9,Not Available,Near North Side,41.8974253,-87.6308951,Entire home/apt,497,2,62,12/22/2024,2.1,93,337,27
3916,7.17673E+17,Pilsen Paradise l 3 miles to DT,431261724,AW Luxe,Not Available,Lower West Side,41.85886,-87.66668,Entire home/apt,321,1,4,8/14/2023,0.19,6,316,0
3917,7.17736E+17,"Big,Beautiful HOUSE,Kid Friendly,Garage,Sleeps 11",3680567,Sarah,Not Available,Jefferson Park,41.97648,-87.76757,Entire home/apt,452,2,67,2/9/2025,2.32,2,233,25
3918,7.18075E+17,【Central】- Eclectic Fun 1BR APT in Wicker Park,25374582,Lia,Not Available,West Town,41.91046043,-87.67398256,Entire home/apt,123,3,93,2/23/2025,3.15,1,166,39
3919,7.18154E+17,Old Town Chicago Artist Retreat,284080,Tiffany,Not Available,Near North Side,41.91045,-87.63502,Entire home/apt,241,3,37,2/23/2025,1.32,1,45,19
3920,7.18715E+17,Chicago Brownstone 7,139903100,Carl,Not Available,West Englewood,41.79241,-87.67217,Private room,72,2,18,10/14/2024,0.67,8,365,5
3921,7.1887E+17,Entire Apartment Unit in Roseland Neighborhood,479447879,Roseland,Not Available,Roseland,41.69206,-87.62032,Entire home/apt,229,2,27,1/2/2025,0.92,1,347,6
3922,7.18984E+17,Magical Elf Apartment,211128274,Kristina,Not Available,Avondale,41.94024,-87.71737,Entire home/apt,71,32,12,2/18/2025,0.42,2,177,7
3923,7.19144E+17,Comfy 1BR Apartment 1 king bed.,480106904,Claudia,Not Available,Austin,41.91239,-87.74966,Entire home/apt,88,2,44,1/4/2025,1.47,2,159,11
3924,7.19429E+17,Lovely condo studio,480156301,Angelo,Not Available,Uptown,41.97424,-87.65141,Entire home/apt,129,2,25,8/12/2024,0.92,1,355,12
3925,7.19446E+17,Beautiful Condo in North Kenwood with Parking,97988031,Lisa,Not Available,Kenwood,41.81625,-87.60634,Entire home/apt,195,4,42,12/28/2024,1.41,2,327,20
3926,7.19477E+17,Newly Furnished 1 bedroom in Chicago’s Gold Coast,31699214,Stephanie,Not Available,Near North Side,41.9082,-87.63016,Entire home/apt,150,32,5,7/28/2024,0.2,6,320,2
3927,7.19585E+17,2BR Apartment close to Local Cafes & Stores,478012407,Mason,Not Available,Edgewater,41.97828,-87.66154,Entire home/apt,84,1,130,2/23/2025,4.37,7,132,58
3928,7.19652E+17,Historic Hyde Park Coach House,5521999,Dina,Not Available,Hyde Park,41.79191,-87.5967,Entire home/apt,344,32,1,2/29/2024,0.08,1,269,0
3929,7.19749E+17,Single Family Home in Logan Square w/ 2 Car Garage,1305112,Matt,Not Available,Logan Square,41.93189,-87.71155,Entire home/apt,501,2,60,2/24/2025,2.59,1,95,33
3930,7.1977E+17,M-Studio near Wrigleville KingBed,170551048,Lyn,Not Available,Uptown,41.95502,-87.64987,Entire home/apt,90,32,36,6/18/2024,1.2,22,58,1
3931,7.19807E+17,"Chic & Cozy, New Build 2beds, 15mins from The Bean",167805471,Wonderful,Not Available,Grand Boulevard,41.81072,-87.62671,Entire home/apt,116,3,21,3/2/2025,0.95,3,0,15
3932,7.20122E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.8850096,-87.6440271,Entire home/apt,174,32,0,Not Available,Not Available,597,188,0
3933,7.20123E+17,"Blueground | South Loop, gym & roof, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8634989,-87.6270427,Entire home/apt,208,32,0,Not Available,Not Available,597,1,0
3934,7.20193E+17,N Modern 15minsdowntown 30minairport Selfcheckin,92129084,Russell J,Not Available,Humboldt Park,41.9111,-87.72365,Entire home/apt,122,2,80,3/2/2025,2.68,7,0,31
3935,7.20229E+17,Bright 2BR-2BA steps from The Bean & Michigan Ave,49980854,Natasha,Not Available,Loop,41.8830558,-87.6257731,Entire home/apt,179,1,159,3/9/2025,5.45,4,0,61
3936,7.20452E+17,Great location! Spacious 6BD Home + Garage!,480367239,Masooma,Not Available,Logan Square,41.93186,-87.68555,Entire home/apt,411,3,55,2/25/2025,1.88,1,0,17
3937,7.21077E+17,"Inspired, luxe living in Logan Square on BLVD PH",189045896,Heather,Not Available,Logan Square,41.91746295,-87.70227684,Entire home/apt,325,33,2,10/19/2024,0.17,2,255,2
3938,7.21147E+17,McCormick 2B/2Ba w opt parking for up to 6 guests,395498979,Milan,Not Available,Near South Side,41.8544,-87.62332,Entire home/apt,229,2,109,2/26/2025,3.63,69,313,41
3939,7.21165E+17,McCormick Oasis 2br/2ba Parking/Patio/Gym/sleeps 6,243035563,Studebecker,Not Available,Near South Side,41.85318,-87.6243,Entire home/apt,171,2,67,3/9/2025,2.25,26,330,26
3940,7.21594E+17,Chic vintage-meets-modern duplex in fab location,464545717,Diane,Not Available,Lake View,41.94133,-87.66427,Entire home/apt,235,1,66,1/2/2025,2.41,1,276,27
3941,7.21653E+17,"Foosball, Steps from Wrigley, Private Parking",73638558,Karolina,Not Available,Lake View,41.94717,-87.65416,Entire home/apt,153,2,108,3/4/2025,3.83,1,242,48
3942,7.21669E+17,Modern Home ~20 min from Downtown,145577173,Tonija O,Not Available,Austin,41.879393,-87.770192,Entire home/apt,411,2,10,1/18/2025,0.57,1,175,7
3943,7.21686E+17,Fulton House #2 (2bd/ 1ba),2619611,Andrew,Not Available,Near West Side,41.88208,-87.65297,Entire home/apt,330,32,3,1/17/2025,0.11,10,0,2
3944,7.21914E+17,Best Pilsen Location*Monthly Stays*Parking*Laundry,18978285,Samantha Marie,Not Available,Lower West Side,41.85541,-87.65004,Entire home/apt,180,32,8,2/28/2025,0.37,2,282,5
3945,7.22378E+17,Stylish Corner 2BR in the Loop | City & Lake Views,126179580,Staywell,Not Available,Loop,41.87723,-87.62901,Entire home/apt,165,2,80,2/16/2025,2.75,24,252,30
3946,7.22392E+17,Cheerful 1-bedroom with connected private bathroom,480727298,Kelsey,Not Available,Logan Square,41.92958,-87.72231,Private room,70,1,65,11/17/2024,2.2,1,2,29
3947,7.2245E+17,Luxéry Stay South Loop - McCormick/WinTrust Area,457835507,Patricia,Not Available,Near South Side,41.8541323,-87.6228171,Entire home/apt,251,2,11,10/25/2024,0.37,7,281,5
3948,7.22536E+17,Hidden East Village Gem,169297663,William,Not Available,West Town,41.89731,-87.66875,Entire home/apt,142,3,31,3/6/2025,1.05,21,0,10
3949,7.2258E+17,The Heart of Bucktown,480763849,Charles,Not Available,Logan Square,41.91766726,-87.67552638,Entire home/apt,98,2,47,3/2/2025,2.09,1,113,27
3950,7.23055E+17,Specious 2 Story Loft,9955656,Emrah,Not Available,West Town,41.90406,-87.66306,Entire home/apt,175,2,34,2/17/2025,1.15,1,354,18
3951,7.23075E+17,Modern NorthSide Studio APT with Laundry,228485415,Syed,Not Available,West Ridge,41.99871,-87.69208,Entire home/apt,102,2,40,1/13/2025,1.35,10,74,18
3952,7.23149E+17,Charming 1-bedroom in Chicago’s Gold Coast,31699214,Stephanie,Not Available,Near North Side,41.91037,-87.63026,Entire home/apt,137,32,5,12/16/2024,0.17,6,255,4
3953,7.24452E+17,"Blueground | Loop, gym, pool & lounge, nr L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,226,32,0,Not Available,Not Available,597,327,0
3954,7.24452E+17,"Blueground | W. Loop, pool, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.8850096,-87.6440271,Entire home/apt,250,32,1,1/8/2023,0.04,597,193,0
3955,7.24473E+17,Sunny garden apartment in West Logan Square,2323999,Sarah,Not Available,Logan Square,41.91405611,-87.71803783,Entire home/apt,126,2,38,11/18/2024,1.87,1,314,23
3956,7.24644E+17,K3-Private bdroom 6min walk to Wrigley Field,478703929,Antonio,Not Available,Lake View,41.9457,-87.65767,Private room,38,2,103,3/8/2025,3.48,4,218,47
3957,7.2465E+17,K4-Private bdroom 6min walk to Wrigley Field,478703929,Antonio,Not Available,Lake View,41.9441,-87.65939,Private room,34,2,76,1/29/2025,2.55,4,0,30
3958,7.24654E+17,Cozy & Spacious Sunny 2 bedroom apartment.,31450317,Sonny,Not Available,Irving Park,41.95016,-87.70768,Entire home/apt,133,2,64,12/29/2024,2.35,1,294,29
3959,7.24667E+17,K5-bedroom 6min walk to Wrigley Field,478703929,Antonio,Not Available,Lake View,41.94414,-87.65815,Private room,33,2,16,3/10/2025,0.54,4,223,12
3960,7.24675E+17,Cozy & Quiet Hideaway in Lincoln Square,481152110,Cody,Not Available,Lincoln Square,41.96885996,-87.68621509,Entire home/apt,99,3,66,3/3/2025,2.63,1,53,30
3961,7.24721E+17,Quiet Stay - Perfect for Family,273965788,Michael R,Not Available,Belmont Cragin,41.92715981,-87.7621799,Entire home/apt,167,2,24,7/8/2024,1.09,1,132,4
3962,7.25327E+17,Svaha - Serene 2BR Oasis in East Village,128364873,Margret,Not Available,West Town,41.90083,-87.66913,Entire home/apt,147,2,36,12/29/2024,1.69,1,31,21
3963,7.25429E+17,Lovely 3 bedroom unit with very high ceilings.,481300835,Reginald,Not Available,Grand Boulevard,41.8182,-87.61987,Entire home/apt,0,32,21,10/9/2023,0.73,1,256,0
3964,7.25773E+17,"Blueground | Loop, gym, pool & lounge, near L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,0,32,0,Not Available,Not Available,597,111,0
3965,7.26147E+17,Cityscape - Heart of Lincoln Park/DePaul,481440162,Daniel,Not Available,Lincoln Park,41.9218471,-87.6528857,Entire home/apt,105,2,84,3/12/2025,3.12,1,275,51
3966,7.26206E+17,Family-Favorite by Millennium Park | The Hudson,248760412,Cloud9,Not Available,Loop,41.8811582,-87.6316314,Entire home/apt,515,2,42,2/23/2025,1.42,93,339,17
3967,7.26517E+17,1B-by China town/White Sox/McCormick/S.Loop/City,69532286,Edita,Not Available,Bridgeport,41.84422536,-87.6405968,Entire home/apt,109,2,95,3/1/2025,3.55,5,255,49
3968,7.26651E+17,Chinatown 2-bedroom unit with free street parking,136673636,Weihong,Not Available,Bridgeport,41.84313,-87.64062,Entire home/apt,109,2,101,3/2/2025,3.39,5,281,47
3969,7.26881E+17,Cozy room. Near Blue Line &O’Hare.,46408236,Ewa,Not Available,Albany Park,41.96374,-87.72778,Private room,84,1,43,1/1/2025,1.51,2,133,23
3970,7.27148E+17,Cozy private room 10 mins from downtown Chicago,478709288,Marquis,Not Available,South Lawndale,41.85309,-87.69585,Private room,50,32,3,9/15/2023,0.1,1,365,0
3971,7.2727E+17,"Blueground | S. Loop, gym & spa, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8670646,-87.6231114,Entire home/apt,92,32,0,Not Available,Not Available,597,288,0
3972,7.27271E+17,"Blueground | S Loop, pool, bbq & gym, nr park",107434423,Blueground,Not Available,Near South Side,41.8670646,-87.6231114,Entire home/apt,234,32,0,Not Available,Not Available,597,362,0
3973,7.27273E+17,"Blueground | S Loop, pool, bbq & gym, nr park",107434423,Blueground,Not Available,Near South Side,41.8670646,-87.6231114,Entire home/apt,156,32,0,Not Available,Not Available,597,20,0
3974,7.27273E+17,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,Not Available,Near North Side,41.8925035,-87.6162826,Entire home/apt,137,32,1,1/15/2024,0.07,597,334,0
3975,7.2778E+17,Andersonville 2 bed with modern kitchen + bath,217689,Michael,Not Available,Edgewater,41.97862,-87.6663,Entire home/apt,118,2,94,3/3/2025,3.21,1,256,37
3976,7.29077E+17,Entire 1-Bedroom Apt by Chinatown,136673636,Weihong,Not Available,Bridgeport,41.84333,-87.64006,Entire home/apt,95,2,105,3/9/2025,3.54,5,295,52
3977,7.29422E+17,"Blueground | Loop, gym, pool & lounge, near L",107434423,Blueground,Not Available,Loop,41.8860812,-87.6342223,Entire home/apt,226,32,0,Not Available,Not Available,597,340,0
3978,7.30295E+17,"Blueground | West Loop, w/d, gym & lounge, nr L",107434423,Blueground,Not Available,Near West Side,41.885209,-87.6471114,Entire home/apt,290,32,0,Not Available,Not Available,597,2,0
3979,7.30296E+17,"Blueground | Loop, lounge & roof, nr Riverwalk",107434423,Blueground,Not Available,Loop,41.885569,-87.6347367,Entire home/apt,175,32,1,11/15/2023,0.06,597,0,0
3980,7.30492E+17,"Garage Parking, Pet Friendly with Laundry",62373872,Tara,Not Available,Irving Park,41.94984,-87.70603,Entire home/apt,125,32,2,2/8/2025,0.08,3,106,1
3981,7.31107E+17,Private Bedrooms in Pilsen Chicago up to 4,150199112,Alondra,Not Available,Lower West Side,41.85295,-87.67883,Private room,0,1,31,10/14/2024,1.05,1,0,14
3982,7.31425E+17,The Holiday House by the Lake! 2br/2bth,26439913,Diane,Not Available,Rogers Park,42.00531507,-87.65878659,Entire home/apt,173,1,64,11/17/2024,2.24,2,258,20
3983,7.31642E+17,"Blueground | South Loop, gym & roof, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8634989,-87.6270427,Entire home/apt,208,32,0,Not Available,Not Available,597,306,0
3984,7.31757E+17,Two bedroom  in the hip Wicker Park/Bucktown Area,60078863,Matthew,Not Available,West Town,41.91063,-87.69294,Entire home/apt,104,32,5,2/28/2023,0.18,1,253,0
3985,7.3192E+17,Renovated 2 Bed Condo Lincoln Park w/ Free Parking,482528680,John,Not Available,Lincoln Park,41.9217601,-87.6648439,Entire home/apt,134,2,100,1/5/2025,3.44,2,0,28
3986,7.31944E+17,Lovely studio unit with private kitchen and bath,418337049,Ms,Not Available,South Shore,41.76682,-87.56685,Entire home/apt,72,32,9,10/4/2024,0.31,11,365,1
3987,7.32422E+17,w 31st Bridgeport 1F 2bed/1bath + Free Laundry,100782278,Chicago Furnished,Not Available,Bridgeport,41.83824,-87.65806,Entire home/apt,136,32,3,3/1/2024,0.1,29,70,0
3988,7.32422E+17,Pilsen 3F 1bed/1bath + Free Laundry +GreatLocation,100782278,Chicago Furnished,Not Available,Lower West Side,41.85725,-87.6614,Entire home/apt,106,32,6,1/12/2025,0.25,29,261,4
3989,7.3262E+17,Spacious unique studio with private bath & kitchen,418337049,Ms,Not Available,South Shore,41.76618,-87.56666,Entire home/apt,60,32,3,6/2/2023,0.1,11,365,0
3990,7.32702E+17,Avondale Apt. Walk to Blue Line Train,198527414,Angelica,Not Available,Avondale,41.93923,-87.71549,Entire home/apt,157,32,20,12/14/2024,0.74,6,222,1
3991,7.32706E+17,"Romantic & Cozy/walk to restaurants, bars, parks",379820347,Gabriel,Not Available,Logan Square,41.91972995,-87.71563754,Entire home/apt,111,2,3,2/16/2025,0.16,8,93,1
3992,7.32862E+17,Our home near downtown& hydepark,223262080,Kayode,Not Available,Grand Boulevard,41.81604035,-87.61324146,Entire home/apt,110,32,1,4/30/2024,0.09,5,239,1
3993,7.3328E+17,"Wicker Park Historic, Art-Filled, Urban Oasis #2",167746538,Ian,Not Available,West Town,41.9004622,-87.6648366,Entire home/apt,93,1,149,2/24/2025,5.07,2,1,70
3994,7.33337E+17,Unique Modern Art Inspired Oasis,482780034,Kiana,Not Available,East Garfield Park,41.88679,-87.71364,Entire home/apt,78,32,39,10/4/2024,1.53,1,364,3
3995,7.33527E+17,Bucktown Loft,254898,Paul,Not Available,West Town,41.9113818,-87.6735333,Entire home/apt,0,32,2,8/12/2024,0.11,1,255,1
3996,7.336E+17,McCormick 3B/2Ba Corner Oasis for up to 10 guests,395498979,Milan,Not Available,Near South Side,41.855,-87.62326,Entire home/apt,0,2,64,2/23/2025,2.2,69,323,30
3997,7.33966E+17,Luxe SFH Urban Retreat,169297663,William,Not Available,East Garfield Park,41.88253,-87.69349,Entire home/apt,367,3,63,2/25/2025,2.22,21,324,26
3998,7.34035E+17,Spacious 4 Bedroom Condo,85981531,Adrian,Not Available,West Town,41.89705,-87.66369,Entire home/apt,369,2,153,3/9/2025,5.22,1,308,62
3999,7.34508E+17,"Blueground | Loop, doorman, nr L & Grant Park",107434423,Blueground,Not Available,Loop,41.8772287,-87.6290111,Entire home/apt,201,32,1,7/26/2024,0.13,597,227,1
4000,7.34509E+17,"Blueground | River N, gym, pool, nr Riverwalk",107434423,Blueground,Not Available,Near North Side,41.890516,-87.635955,Entire home/apt,184,32,0,Not Available,Not Available,597,327,0
4001,7.34713E+17,Private Room with Ensuite Bath,13603017,Thaddeus,Not Available,Near West Side,41.87853615,-87.6823604,Private room,45,15,1,8/24/2023,0.05,2,147,0
4002,7.34739E+17,Blue Abode off the Blue Line | Sunny & Quiet,8599447,Colin,Not Available,Avondale,41.93504398,-87.71050061,Entire home/apt,158,2,51,12/31/2024,2.22,1,134,28
4003,7.34816E+17,Cozy private bedroom in work-friendly home,113396408,Nora,Not Available,Portage Park,41.94265,-87.76518,Private room,0,32,0,Not Available,Not Available,3,0,0
4004,7.34852E+17,VintageLoversEscape|Homey|Stylish1BR|CloseToBeach,96730613,Demitri,Not Available,Rogers Park,42.00954,-87.6664,Entire home/apt,84,2,63,2/17/2025,2.23,25,0,24
4005,7.34856E+17,Chic|Comfy|Stylish| 2BD 2BA - Little India,96730613,Demitri,Not Available,West Ridge,41.99949,-87.69024,Entire home/apt,82,2,85,3/4/2025,3.1,25,227,38
4006,7.34865E+17,Comfy|Stylish 1Bd 1Ba - Portage Park,96730613,Demitri,Not Available,Portage Park,41.96115,-87.75431,Entire home/apt,79,2,47,2/3/2025,1.75,25,266,26
4007,7.34867E+17,Chic|Comfy|Renovated1Bd1Ba Perfect for Couples,96730613,Demitri,Not Available,Portage Park,41.96101,-87.75603,Entire home/apt,83,2,49,1/31/2025,1.76,25,252,17
4008,7.34871E+17,Lovely|Cozy|Homey|2 Bed|1 Bath|,96730613,Demitri,Not Available,Rogers Park,42.01342,-87.66633,Entire home/apt,98,2,77,3/9/2025,2.71,25,336,30
4009,7.34895E+17,Modern 3BR with Private Rooftop & Free Parking,483075802,Song,Not Available,Near North Side,41.89892,-87.63955,Entire home/apt,321,3,129,2/11/2025,4.39,2,267,40
4010,7.34907E+17,Lux Home Chicago 7mins Downtown,483078522,Larry,Not Available,Grand Boulevard,41.81445,-87.60904,Entire home/apt,644,2,38,1/19/2025,1.46,1,317,22
4011,7.34911E+17,Cozy 1 bedroom to rent with patio,459453759,Chandra,Not Available,Douglas,41.84524,-87.62685,Private room,0,32,12,1/2/2024,0.41,3,364,0
4012,7.34923E+17,1920s Spanish Revival House in Heart of Bucktown,8438239,Megan,Not Available,Logan Square,41.92007,-87.67908,Entire home/apt,296,32,0,Not Available,Not Available,1,365,0
4013,7.35557E+17,"Modern Luxe Loop 2BR Condo Fast Wi-Fi, City View",483201459,Joshua,Not Available,Near South Side,41.86673,-87.62499,Entire home/apt,160,32,3,8/10/2024,0.16,3,157,1
4014,7.35575E+17,"Beautiful entire 2 bedroom apt, free parking",113396408,Nora,Not Available,Portage Park,41.94281,-87.76544,Entire home/apt,146,32,7,2/2/2025,0.36,3,119,5
4015,7.3565E+17,"Private bedroom, free parking, close to McCormick6",40832200,Michael,Not Available,Douglas,41.83167,-87.61827,Private room,57,2,55,12/3/2024,1.89,7,262,28
4016,7.3591E+17,"Blueground | S Loop, gym & pool, nr Grant Park",107434423,Blueground,Not Available,Near South Side,41.8635073,-87.6237509,Entire home/apt,155,32,1,5/31/2023,0.05,597,257,0
4017,7.35913E+17,"Blueground | Loop, doorman, nr L & Grant Park",107434423,Blueground,Not Available,Loop,41.8772287,-87.6290111,Entire home/apt,271,32,1,9/14/2024,0.16,597,1,1
4018,7.36055E+17,1. Large private room.,131628408,Pamela,Not Available,East Side,41.70631,-87.53875,Private room,0,15,15,10/19/2024,0.52,5,3,4
4019,7.36269E+17,1st Red Line Stop Guest House Apartment,120888686,Crystal,Not Available,Englewood,41.78964,-87.63319,Entire home/apt,71,2,56,3/2/2025,1.97,1,134,30
4020,7.36943E+17,Lovely Apartment in Lincoln Park,40727702,Nicholas,Not Available,Lincoln Park,41.92986,-87.64647,Entire home/apt,0,2,8,1/2/2025,0.29,2,0,6
4021,7.36955E+17,Fulton House #1 (2bd/ 1ba),2619611,Andrew,Not Available,Near West Side,41.88127,-87.65377,Entire home/apt,280,2,71,1/28/2025,2.9,10,79,39
